Id,Start time,Completion time,Email,Name,"Duke klikuar me poshte, konfirmoj qe kam lexuar informacionin me siper dhe jap pelqimin tim per pjesemarrje ne kete studim.
",Gjinia juaj,Mosha juaj,Niveli me i larte i arsimit qe keni perfunduar,Statusi juaj aktual i punesimit,Ne cfare fushe punoni apo keni studiuar?,"Ku jetoni aktualisht?
",Cila eshte banka juaj kryesore? (ajo qe perdorni me shume),Sa kohe keni qe jeni klient/e e kesaj banke?,Cilat sherbime bankare digjitale perdorni aktualisht?,Sa shpesh i perdorni sherbimet bankare digjitale?,Sa te kenaqur jeni me sherbimet digjitale te bankes suaj?,A keni ndervepruar ndonjehere me nje chatbot (asistent virtual) ne faqen ose aplikacionin e bankes suaj?,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Kam njohuri te mjaftueshme mbi inteligjencen artificiale dhe mundesite e saj,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Besoj se IA mund te permiresoje cilesine e sherbimeve bankare,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Do te ndihesha rehat nese nje sistem IA do te vleresonte kerkesen time per kredi,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Do te preferoja te nderveproja me nje chatbot IA per pyetje te thjeshta bankare,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Jam i/e shqetesuar per privatesine e te dhenave te mia nese banka perdor IA,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Mendoj se IA do te zevendesoje shume nga punet aktuale ne banka,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Jam i gatshem te perdor nje aplikacion bankar me rekomandime te personalizuara nga IA,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Besimi im ne bankat shqiptare do te rritej nese IA do te zbulonte mashtrimet ne llogarite e mia me shpejt,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te pranoja keshillim financiar te gjeneruar nga IA nese do te ishte falas,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Transparenca mbi menyren se si IA merr vendime eshte e rendesishme per mua,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te preferoja nje banke qe perdor IA per sherbime me te shpejta ndaj nje banke qe nuk e perdor,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te ndihesha me i/e sigurt nese nje punonjes njerezor do te verifikonte vendimet e IA,"Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Ne pergjithesi, jam gati te provoj sherbime bankare qe perdorin inteligjencen artificiale",Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Jam i gatshem te perdor nje aplikacion bankar me rekomandime te personalizuara nga IA1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Besimi im ne bankat shqiptare do te rritej nese IA do te zbulonte mashtrimet ne llogarite e mia me shpejt1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te pranoja keshillim financiar te gjeneruar nga IA nese do te ishte falas1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Transparenca mbi menyren se si IA merr vendime eshte e rendesishme per mua1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te preferoja nje banke qe perdor IA per sherbime me te shpejta ndaj nje banke qe nuk e perdor1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te ndihesha me i/e sigurt nese nje punonjes njerezor do te verifikonte vendimet e IA1,"Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Ne pergjithesi, jam gati te provoj sherbime bankare qe perdorin inteligjencen artificiale1",Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Mungesa e njohurive te mia mbi IA me pengon te perdor sherbime te tilla,Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Kam frike se te dhenat e mia personale mund te keqperdoren nese banka perdor IA,"Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Preferoj te flas me nje njeri, jo me nje robot, kur kam ceshtje bankare",Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Nuk besoj se IA mund te marre vendime te sakta financiare,Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Kostot e mundshme shtese per sherbimet me IA me shqetesojne,A keni ndonje koment ose sugjerim shtese mbi perdorimin e inteligjences artificiale ne sherbimet bankare ne Shqiperi?
341,46174.04652777778,46174.0502662037,anonymous,,"Po, jap pelqimin tim",Mashkull,18-25,Bachelor,Student/e,Tregti / Sherbime,Tirane,Raiffeisen Bank,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne jave,4,Po,Nuk pajtohem,Neutral,Nuk pajtohem,Neutral,Pajtohem plotesisht,Pajtohem,Neutral,Neutral,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Nuk pajtohem,Neutral,Neutral,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem,Nuk pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
342,46174.04652777778,46174.05006944444,anonymous,,"Po, jap pelqimin tim",Femer,36-45,Bachelor,I/e punesuar,Shendetesi / Mjekesi,Shkoder,BKT (Banka Kombetare Tregtare),Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;,Nje here ne jave,3,Po,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem,Nuk pajtohem aspak,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Nuk pajtohem,Pajtohem,Neutral,Nuk pajtohem aspak,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Neutral,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
343,46174.04861111111,46174.05216435185,anonymous,,"Po, jap pelqimin tim",Femer,26-35,Doktorature,I/e punesuar,Tregti / Sherbime,Elbasan,Raiffeisen Bank,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon);,Disa here ne jave,4,Jo,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem,Pajtohem,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Neutral,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
344,46174.052083333336,46174.05670138889,anonymous,,"Po, jap pelqimin tim",Femer,36-45,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Tregti / Sherbime,Vlore,BKT (Banka Kombetare Tregtare),Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;,Nje here ne jave,3,Jo,Pajtohem,Pajtohem plotesisht,Nuk pajtohem aspak,Neutral,Pajtohem,Pajtohem,Neutral,Nuk pajtohem,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Nuk pajtohem,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Neutral,Neutral,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
345,46174.052777777775,46174.05677083333,anonymous,,"Po, jap pelqimin tim",Femer,18-25,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Administrate publike,Elbasan,Other,3-5 vjet,Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;,Disa here ne jave,4,Jo,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Neutral,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem plotesisht,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
346,46174.05416666667,46174.05638888889,anonymous,,"Po, jap pelqimin tim",Mashkull,18-25,Bachelor,I/e punesuar,Teknologji / IT,Tirane,BKT (Banka Kombetare Tregtare),1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;,Cdo dite,4,Po,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Nuk pajtohem,Pajtohem,Nuk pajtohem,Neutral,Nuk pajtohem,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
347,46174.05694444444,46174.05783564815,anonymous,,"Po, jap pelqimin tim",Femer,18-25,Bachelor,I/e vetepunesuar,Shendetesi / Mjekesi,Qytet tjeter,Raiffeisen Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Nje here ne jave,4,Po,Pajtohem plotesisht,Pajtohem,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Nuk pajtohem,Pajtohem plotesisht,Neutral,Neutral,Nuk pajtohem,Neutral,Neutral,Neutral,Pajtohem plotesisht,Neutral,Neutral,Nuk pajtohem,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Neutral,Nuk pajtohem,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
348,46174.061111111114,46174.06591435185,anonymous,,"Po, jap pelqimin tim",Mashkull,55+,Arsim baze (9-vjecar),I/e vetepunesuar,Administrate publike,Tirane,Raiffeisen Bank,Mbi 5 vjet,Nuk perdor asnje sherbim digjital bankar;,Rralle ose kurre,2,Po,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem aspak,Neutral,Neutral,Pajtohem,Neutral,Pajtohem,Neutral,Pajtohem,Neutral,Pajtohem,Neutral,Neutral,Pajtohem,Neutral,Pajtohem,Neutral,Pajtohem,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Neutral,Nuk pajtohem aspak,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
349,46174.06041666667,46174.06215277778,anonymous,,"Po, jap pelqimin tim",Femer,36-45,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Administrate publike,Elbasan,Intesa Sanpaolo Bank,Mbi 5 vjet,Nuk perdor asnje sherbim digjital bankar;,Rralle ose kurre,2,Jo,Nuk pajtohem,Pajtohem plotesisht,Neutral,Neutral,Neutral,Nuk pajtohem,Neutral,Pajtohem plotesisht,Pajtohem,Neutral,Nuk pajtohem,Neutral,Nuk pajtohem,Neutral,Pajtohem plotesisht,Neutral,Neutral,Nuk pajtohem,Neutral,Nuk pajtohem,Neutral,Pajtohem,Pajtohem plotesisht,Nuk pajtohem,Neutral,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
350,46174.06527777778,46174.066203703704,anonymous,,"Po, jap pelqimin tim",Mashkull,26-35,Arsim i mesem (gjimnaz/profesional),I/e papune,Ndertim / Inxhinieri,Tirane,Intesa Sanpaolo Bank,3-5 vjet,Internet banking (permes kompjuterit/browserit);,Disa here ne muaj,3,Po,Neutral,Nuk pajtohem aspak,Nuk pajtohem aspak,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Nuk pajtohem,Nuk pajtohem aspak,Pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem,Nuk pajtohem,Nuk pajtohem aspak,Neutral,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Neutral,Pajtohem,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
351,46174.066666666666,46174.06915509259,anonymous,,"Po, jap pelqimin tim",Femer,18-25,Bachelor,I/e punesuar,Bujqesi,Korce,BKT (Banka Kombetare Tregtare),1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);,Disa here ne jave,4,Nuk jam i/e sigurt,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem plotesisht,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
352,46174.06875,46174.07184027778,anonymous,,"Po, jap pelqimin tim",Femer,26-35,Bachelor,I/e punesuar,Finance / Banke / Sigurime,Tirane,Other,Mbi 5 vjet,Nuk perdor asnje sherbim digjital bankar;,Rralle ose kurre,3,Po,Neutral,Pajtohem,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Neutral,Neutral,Pajtohem plotesisht,Nuk pajtohem aspak,Pajtohem plotesisht,Nuk pajtohem,Pajtohem,Nuk pajtohem,Neutral,Pajtohem plotesisht,Nuk pajtohem aspak,Pajtohem plotesisht,Nuk pajtohem,Pajtohem,Nuk pajtohem,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem,Neutral,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
353,46174.069444444445,46174.07109953704,anonymous,,"Po, jap pelqimin tim",Mashkull,26-35,Master,I/e punesuar,Finance / Banke / Sigurime,Tirane,OTP Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Cdo dite,4,Po,Pajtohem plotesisht,Neutral,Neutral,Pajtohem plotesisht,Neutral,Neutral,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Nuk pajtohem aspak,Neutral,Pajtohem,Pajtohem,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
354,46174.07361111111,46174.07837962963,anonymous,,"Po, jap pelqimin tim",Mashkull,18-25,Bachelor,I/e papune,Teknologji / IT,Shkoder,Credins Bank,1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Nje here ne jave,4,Po,Pajtohem plotesisht,Pajtohem,Nuk pajtohem,Pajtohem,Neutral,Neutral,Pajtohem plotesisht,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Neutral,Nuk pajtohem,Neutral,Pajtohem plotesisht,Neutral,Nuk pajtohem,Pajtohem plotesisht,Neutral,Nuk pajtohem,Neutral,Nuk pajtohem,Pajtohem,Neutral,Pajtohem,Pajtohem,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
355,46174.075,46174.07876157408,anonymous,,"Po, jap pelqimin tim",Mashkull,36-45,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Tregti / Sherbime,Tirane,Other,3-5 vjet,Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);,Disa here ne jave,2,Po,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem,Nuk pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
356,46174.075694444444,46174.07728009259,anonymous,,"Po, jap pelqimin tim",Mashkull,46-55,Arsim i mesem (gjimnaz/profesional),I/e vetepunesuar,Ndertim / Inxhinieri,Qytet tjeter,OTP Bank,Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;,Rralle ose kurre,3,Nuk jam i/e sigurt,Nuk pajtohem,Pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Nuk pajtohem,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
357,46174.07708333333,46174.08043981482,anonymous,,"Po, jap pelqimin tim",Femer,26-35,Bachelor,I/e punesuar,Ndertim / Inxhinieri,Tirane,BKT (Banka Kombetare Tregtare),3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Nje here ne jave,5,Po,Neutral,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem,Pajtohem,Nuk pajtohem,Neutral,Neutral,Nuk pajtohem,Neutral,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
358,46174.08125,46174.08361111111,anonymous,,"Po, jap pelqimin tim",Mashkull,36-45,Master,I/e punesuar,Teknologji / IT,Tirane,Credins Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne jave,4,Jo,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem,Neutral,Neutral,Pajtohem plotesisht,Nuk pajtohem aspak,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Nuk pajtohem,Neutral,Pajtohem plotesisht,Nuk pajtohem aspak,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Nuk pajtohem,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem,Neutral,Pajtohem,"Potenciali eshte i madh, por bankat duhet te forcojne qeverisjen e te dhenave dhe kontrollin rregullator."
359,46174.08125,46174.08513888889,anonymous,,"Po, jap pelqimin tim",Femer,26-35,Bachelor,I/e punesuar,Ndertim / Inxhinieri,Qytet tjeter,Raiffeisen Bank,Mbi 5 vjet,Karta debiti/krediti per pagesa online;,Disa here ne jave,4,Po,Nuk pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Nuk pajtohem,Pajtohem,Nuk pajtohem,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Nuk pajtohem,Pajtohem,Nuk pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem,Neutral,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
360,46174.08541666667,46174.09002314815,anonymous,,"Po, jap pelqimin tim",Preferoj te mos pergjigjem,36-45,Bachelor,I/e vetepunesuar,Bujqesi,Zone rurale,Raiffeisen Bank,1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne jave,4,Po,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
361,46174.0875,46174.09142361111,anonymous,,"Po, jap pelqimin tim",Femer,26-35,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Tregti / Sherbime,Korce,Raiffeisen Bank,Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;,Cdo dite,5,Jo,Pajtohem plotesisht,Neutral,Nuk pajtohem,Neutral,Pajtohem,Nuk pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Nuk pajtohem,Pajtohem,Nuk pajtohem aspak,Pajtohem,Neutral,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
362,46174.089583333334,46174.093148148146,anonymous,,"Po, jap pelqimin tim",Mashkull,55+,Arsim baze (9-vjecar),I/e dale ne pension,Administrate publike,Qytet tjeter,BKT (Banka Kombetare Tregtare),3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne muaj,3,Nuk jam i/e sigurt,Neutral,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem,Neutral,Nuk pajtohem,Pajtohem,Neutral,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem,Neutral,Nuk pajtohem aspak,Pajtohem,Neutral,Nuk pajtohem,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
363,46174.089583333334,46174.09153935185,anonymous,,"Po, jap pelqimin tim",Femer,46-55,Bachelor,I/e punesuar,Tregti / Sherbime,Tirane,Raiffeisen Bank,Mbi 5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne jave,3,Jo,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Neutral,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Nuk pajtohem,Neutral,Nuk pajtohem aspak,Neutral,Nuk pajtohem aspak,Neutral,Nuk pajtohem,"Potenciali eshte i madh, por bankat duhet te forcojne qeverisjen e te dhenave dhe kontrollin rregullator."
364,46174.09166666667,46174.09405092592,anonymous,,"Po, jap pelqimin tim",Mashkull,55+,Bachelor,I/e vetepunesuar,Ndertim / Inxhinieri,Shkoder,Raiffeisen Bank,1-3 vjet,Nuk perdor asnje sherbim digjital bankar;,Rralle ose kurre,2,Jo,Nuk pajtohem,Neutral,Nuk pajtohem aspak,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Neutral,Neutral,Pajtohem plotesisht,Nuk pajtohem,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
365,46174.09375,46174.09717592593,anonymous,,"Po, jap pelqimin tim",Femer,36-45,Arsim i mesem (gjimnaz/profesional),I/e vetepunesuar,Administrate publike,Qytet tjeter,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;,Nje here ne jave,3,Po,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem aspak,Pajtohem,Neutral,Neutral,Nuk pajtohem,"Potenciali eshte i madh, por bankat duhet te forcojne qeverisjen e te dhenave dhe kontrollin rregullator."
366,46174.097916666666,46174.09931712963,anonymous,,"Po, jap pelqimin tim",Femer,55+,Arsim baze (9-vjecar),I/e dale ne pension,Tregti / Sherbime,Elbasan,BKT (Banka Kombetare Tregtare),3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne muaj,3,Nuk jam i/e sigurt,Nuk pajtohem aspak,Nuk pajtohem aspak,Nuk pajtohem aspak,Nuk pajtohem,Pajtohem,Pajtohem,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem,Pajtohem,Neutral,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem,Pajtohem,Neutral,Neutral,Pajtohem plotesisht,Neutral,Nuk pajtohem,Neutral,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
